timestamp,weight,forecast,cash,shares,equity,peak_equity,cumulative_pnl,drawdown
2017-07-21,2.015485012656434,2.197975419234484e-05,-105683.10962110106,883.7679542588584,112457.33452861296,112660.04009678327,12457.334528612962,0.0017992676728693414
2017-07-24,2.026289525403065,2.1745979710942075e-05,-106899.33516995574,888.6913575749024,112420.80496595442,112660.04009678327,12420.80496595442,0.0021235136311271354
2017-07-25,2.0895384993217907,2.0449430729984757e-05,-114016.58793929945,917.4357508368737,112929.49374521799,112929.52653031754,12929.493745217987,2.9031468173126403e-07
2017-07-26,2.079341476998255,2.0650489189772732e-05,-112866.16343677987,912.7815411177501,112974.24546657383,112974.27732314239,12974.245466573833,2.819807244102639e-07
2017-07-27,2.060116148972769,2.10377148517648e-05,-110696.28002754177,903.9963048773438,112798.00323024005,112974.27732314239,12798.00323024005,0.0015603029032718843
2017-07-28,1.8410985829335993,2.6340735043069446e-05,-86014.90571120061,803.932535094989,112467.99787840122,112974.27732314239,12467.99787840122,0.004481369181880687
2017-07-31,1.9938519839488538,2.245929645685173e-05,-103211.03834401352,873.5458467417421,112371.341173381,112974.27732314239,12371.341173381006,0.005336933008536067
2017-08-01,2.0083340466696127,2.213655709050663e-05,-104839.97405410482,880.1263918727115,112815.28265601673,112974.27732314239,12815.28265601673,0.001407352814224133
2017-08-02,2.0198777448070926,2.188425713986401e-05,-106143.53969784426,885.3899338995303,112919.63774757752,112974.27732314239,12919.637747577523,0.00048364616140525023
2017-08-03,1.9566117151156162,2.3322369856359828e-05,-99006.34102180424,856.4646073366953,112523.28769821276,112974.27732314239,12523.287698212764,0.003991967336419909
2017-08-04,2.0388442359920194,2.1478991288476434e-05,-108268.18876621392,893.8673867729086,112865.66404753592,112974.27732314239,12865.664047535916,0.0009613982773778467
2017-08-07,2.065786980353794,2.092237131778738e-05,-111312.00328051107,906.1370395071511,113265.00059094129,113265.03071094045,13265.000590941287,2.65924963576917e-07
2017-08-08,2.1636220745206396,1.9073007076057553e-05,-122403.80074058128,950.951582309038,112737.99701697456,113265.03071094045,12737.997016974565,0.004653101585350837
2017-08-09,1.8583127647390427,2.5854988991020565e-05,-88016.39173716222,811.7516791448361,112705.4459649814,113265.03071094045,12705.445964981394,0.004940489950399205
2017-08-10,1.8681132412153525,2.5584420230367164e-05,-89122.0270240937,816.2830523195535,109855.04818101542,113265.03071094045,9855.048181015416,0.030106225271130053
2017-08-11,1.7327588807762866,2.9737585969664175e-05,-74266.73895620338,755.370513760936,110126.7571579787,113265.03071094045,10126.757157978704,0.02770734738924693
2017-08-14,1.7961913081136227,2.7674309674648483e-05,-81258.96986455709,783.7096923464125,111925.46929883357,113265.03071094045,11925.469298833574,0.011826787170751094
2017-08-15,1.92428228658526,2.411262061796236e-05,-95609.18694420556,841.8634378475068,111935.4063883403,113265.03071094045,11935.4063883403,0.01173905409511113
2017-08-16,1.9172516503254904,2.428978869704172e-05,-94822.97916890624,838.676779575293,112296.63831500812,113265.03071094045,12296.638315008124,0.008549791492166087
2017-08-17,1.8859827010791521,2.5101898404008646e-05,-91314.92407116348,824.234902944519,109089.55023076686,113265.03071094045,9089.550230766865,0.03686469207631859
2017-08-18,1.7280487380095404,2.9899918390541715e-05,-74102.28047815169,753.2491792519374,108718.82781808605,113265.03071094045,8718.82781808605,0.04013774475951541
2017-08-21,1.7396019066330288,2.950409021715285e-05,-75359.53462457945,758.4197990046558,108875.80294963153,113265.03071094045,8875.802949631528,0.038751834822792854
2017-08-22,1.849077370988948,2.6113904399072836e-05,-87290.05081580719,806.9943734811188,110730.22854898975,113265.03071094045,10730.228548989748,0.02237938881965857
2017-08-23,1.9016614315332439,2.4689686781604938e-05,-93118.22325686965,830.8020857288085,110070.79360919935,113265.03071094045,10070.793609199347,0.028201441183492916
2017-08-24,1.9042391146556494,2.462288937823693e-05,-93402.24428021727,831.9646894574496,109634.57835842599,113265.03071094045,9634.578358425992,0.03205272032971594
2017-08-25,1.799114901192861,2.758444028232985e-05,-81887.90906705172,784.8305130373042,110018.84798082992,113265.03071094045,10018.847980829916,0.02866006135993554
2017-08-28,1.944851335748963,2.360528011060554e-05,-97936.84168912779,850.3814314293562,110066.45643849275,113265.03071094045,10066.45643849275,0.02823973341437276
2017-08-29,1.6895010557820107,3.127987740904112e-05,-69857.91989752243,735.5993726971946,110260.72182130083,113265.03071094045,10260.721821300831,0.02652459343172571
2017-08-30,1.846377650832292,2.6190326225071413e-05,-87171.61615855903,805.9108503083157,111090.51212578973,113265.03071094045,11090.512125789726,0.019198499055725647
2017-08-31,1.9461111081066,2.357472928093721e-05,-98261.55355928517,850.7142828962831,112111.58145813666,113265.03071094045,12111.581458136658,0.010183630777865334
2017-09-01,1.9553946060103025,2.3351412283728425e-05,-99303.35160561328,854.914224914149,112552.942470362,113265.03071094045,12552.942470362002,0.006286920474120074
2017-09-05,2.005639598465245,2.2196075133237155e-05,-104963.94604895751,877.8907891087003,111111.31387436691,113265.03071094045,11111.313874366911,0.019014843531627725
2017-09-06,1.7219531038641231,3.0111981723993487e-05,-73472.97431233448,750.2194409635988,111748.70346716842,113265.03071094045,11748.703467168423,0.013387426236097469
2017-09-07,1.9455909661812905,2.3587336087201244e-05,-98487.85915856277,851.4496618893559,111714.03155527053,113265.03071094045,11714.031555270529,0.013693539355744957
2017-09-08,1.9194278849845148,2.423474071725777e-05,-95567.86397283549,839.5944526803038,111425.75239096659,113265.03071094045,11425.75239096659,0.016238712941047246
2017-09-11,1.9731897645176883,2.2932123360906593e-05,-101564.01063784916,863.6389974219605,113603.00917985808,113603.03698524168,13603.009179858083,2.447591572509734e-07
2017-09-12,1.9901418888817592,2.2543113389966915e-05,-103491.67098390457,871.3394746091717,114421.61822110318,114421.64633474789,14421.618221103185,2.4570215166133157e-07
2017-09-13,2.110660746575051,2.004218703362519e-05,-117294.69720973937,926.4618422928479,114478.26187666236,114478.29386429826,14478.261876662364,2.794209698556812e-07
2017-09-14,2.1492046874020425,1.932975810054856e-05,-121711.34364161719,944.10596957912,114390.67723072917,114478.29386429826,14390.677230729169,0.000765355864518336
2017-09-15,2.1026412424506056,2.0195360964158468e-05,-116389.98497442904,922.7344492878603,113583.12182158438,114478.29386429826,13583.121821584384,0.00781957882579041
2017-09-18,2.1539120311073976,1.9245360610625487e-05,-122219.01787240966,946.055486626746,114020.49769315508,114478.29386429826,14020.497693155077,0.003998977934505677
2017-09-19,2.176061412585498,1.8855570700252547e-05,-124746.92197399023,956.1590371937509,114254.59096295976,114478.29386429826,14254.590962959759,0.0019541075760936776
2017-09-20,2.2014903643010104,1.842249296945524e-05,-127655.07684277622,967.7772819926981,114356.9880651378,114478.29386429826,14356.988065137804,0.0010596401733961312
2017-09-21,2.1453549060001813,1.9399193802017683e-05,-121241.694382294,942.0375789656774,113702.47781174595,114478.29386429826,13702.47781174595,0.006776970780783642
2017-09-22,2.1653870164064704,1.904192807717676e-05,-123521.58095313946,951.1684692803437,113747.39370884228,114478.29386429826,13747.393708842283,0.006384617823902789
2017-09-25,2.20231177463186,1.8408753221795124e-05,-127725.68002210897,968.03835324816,113286.82878608543,114478.29386429826,13286.828786085433,0.01040778158019357
2017-09-26,2.051576721888697,2.121321296038744e-05,-110665.55142421847,899.4781247494398,113367.46510712449,114478.29386429826,13367.465107124488,0.009703400703110958
2017-09-27,2.1736281579528987,1.8897809833801468e-05,-124515.32334183829,954.8159183795901,114226.84888979443,114478.29386429826,14226.848889794433,0.0021964423648896288
2017-09-28,2.148302528887425,1.934599619288972e-05,-121625.2237231984,943.259705363568,114500.97832046356,114501.01174699444,14500.97832046356,2.919321879123475e-07
2017-09-29,2.1986632332881246,1.8469900217201414e-05,-127397.0578594801,966.2185758954511,115278.39966242139,115278.43467523828,15278.39966242139,3.0372390978855714e-07
2017-10-02,2.214989935516686,1.8198620259239214e-05,-129280.98740899403,973.6790012350477,116358.7510225838,116358.78586770537,16358.751022583805,2.994627462705588e-07
2017-10-03,2.2512701686220296,1.7616788651713893e-05,-133506.53619223734,990.3747600285853,116909.72188099046,116909.75871442046,16909.72188099046,3.1505864356532876e-07
2017-10-04,2.2948998127026736,1.6953310504457207e-05,-138612.12432585415,1010.5230044401618,117211.87947821722,117211.91786716963,17211.87947821722,3.27517483782275e-07
2017-10-05,2.2828799733323,1.7132305925334813e-05,-137204.62559615652,1004.9906555686164,118726.29475094733,118726.33260465183,18726.29475094733,3.1883158245571386e-07
2017-10-06,2.321542984463966,1.656641432519219e-05,-141799.31862175144,1023.03222321228,118490.76993014896,118726.33260465183,18490.769930148963,0.0019840811160846184
2017-10-09,2.3046757147766557,1.6809791483718844e-05,-139802.63011226105,1015.1627029245094,118017.42941931426,118726.33260465183,18017.429419314256,0.005970901061166969
2017-10-10,2.330866066787023,1.6434153480767624e-05,-142896.508625163,1027.3044243365002,118624.37867817987,118726.33260465183,18624.37867817987,0.0008587305295739385
2017-10-11,2.2858623895447168,1.7087629277828086e-05,-137563.0586779877,1006.3673576995016,119040.4901882312,119040.5285782355,19040.490188231197,3.2249524399300445e-07
2017-10-12,2.3681057910896093,1.5921345896033288e-05,-147362.64630987818,1044.8194799046448,118658.84146864343,119040.5285782355,18658.841468643426,0.003206362691352032
2017-10-13,2.362538083607894,1.599647683336672e-05,-146702.6536971406,1042.2274455378188,118940.27762153864,119040.5285782355,18940.27762153864,0.000842158195147621
2017-10-16,2.384250324224562,1.5706458697329308e-05,-149287.59571049834,1052.3428389053554,119375.5310620389,119375.57272403376,19375.531062038906,3.489993296049339e-07
